MSO Group Name,Shop,WeekEndingCY,Net Sales - CY,Sales / Day,Net Sales - PY,Net Sales - YoY %,CPD,CPD - PY,Cars,Cars - PY,Cars - YoY %,Discounts $ - CY,Discounts % - CY,Discounts per Car - CY,Net ARO - CY,Net ARO - PY,Net ARO - YoY %,Prem Oil % - CY,Premium Oil % - PY,High Mileage Opportunity - CY,Big 5 % - CY,Air Filter % - CY,Wiper Blades % - CY,Premium Wiper Blades % - CY,Cabin Filter % - CY,Coolant % - CY,Fuel System Cleaner % - CY ,Oil Change Ticket Average - CY,BayTime,Customers New % - CY,Customers Repeat % - CY,Emission Tickets - CY,Emission Gross ARO - CY,Emissions with Oil Change Tickets - CY,Emissions with Big 5 % - CY,Emissions Penetration %,Fleet % of Oil Changes - CY,Fleet % of Oil Changes - PY,Fleet ARO - CY,Fleet Discount $ - CY,Fleet Discount % - CY,Fleet Net Sales - CY,Fleet Oil Changes - CY
WSM Ventures,1204,2/8/2025,"$19,267.14","$2,752","$15,918.09",21.0%,27.0,21.9,189,153,23.5%,"$2,133.10",10.0%,$11.29,$101.94,$104.04,-2.0%,87.8%,86.3%,0.0%,44.4%,18.5%,8.5%,5.3%,9.5%,4.2%,3.7%,$101.08,10.7,29.6%,64.8%,0,$0.00,0,0.0%,0.0%,2.6%,2.6%,$108.22,$47.76,8.1%,$541.09,5
WSM Ventures,1205,2/8/2025,"$32,555.71","$4,651","$22,725.82",43.3%,45.9,32.4,321,227,41.4%,"$3,914.05",10.7%,$12.19,$101.42,$100.11,1.3%,89.4%,81.9%,0.0%,49.5%,23.1%,9.7%,6.5%,7.5%,5.3%,4.0%,$100.80,7.6,31.9%,66.4%,0,$0.00,0,0.0%,0.0%,13.7%,9.7%,$75.83,"$1,029.32",23.6%,"$3,336.45",44
WSM Ventures,1206,2/8/2025,"$20,606.05","$2,944","$17,764.46",16.0%,29.1,25.4,204,178,14.6%,"$3,138.33",13.2%,$15.38,$101.01,$99.80,1.2%,91.7%,92.1%,0.0%,44.1%,19.1%,5.4%,4.9%,11.8%,2.5%,5.4%,$100.30,10.0,25.7%,67.7%,0,$0.00,0,0.0%,0.0%,11.8%,13.5%,$76.70,$895.96,32.7%,"$1,840.79",24
WSM Ventures,1207,2/8/2025,"$22,484.93","$3,212","$18,969.29",18.5%,35.4,27.1,248,190,30.5%,"$4,170.60",15.6%,$16.82,$90.67,$99.84,-9.2%,87.9%,88.9%,0.0%,40.3%,19.4%,13.3%,10.9%,3.6%,1.2%,2.8%,$89.50,10.8,22.2%,73.5%,0,$0.00,0,0.0%,0.0%,19.4%,13.2%,$88.95,"$2,484.98",36.8%,"$4,269.72",48
WSM Ventures,1598,2/8/2025,"$14,694.80","$2,099","$14,634.25",0.4%,21.1,19.9,148,139,6.5%,"$1,931.68",11.6%,$13.05,$99.29,$105.28,-5.7%,83.1%,88.5%,0.0%,44.6%,18.2%,11.5%,7.4%,3.4%,5.4%,6.1%,$96.85,10.5,20.9%,78.3%,0,$0.00,0,0.0%,0.0%,15.5%,14.4%,$113.92,$713.05,21.4%,"$2,620.08",23
WSM Ventures,1599,2/8/2025,"$20,791.19","$2,970","$19,554.89",6.3%,26.9,27.7,188,194,-3.1%,"$3,343.57",13.9%,$17.78,$110.59,$100.80,9.7%,93.6%,91.2%,0.0%,75.5%,30.9%,12.2%,6.4%,15.4%,6.9%,10.1%,$108.72,11.0,28.3%,75.3%,0,$0.00,0,0.0%,0.0%,10.1%,6.7%,$105.56,$585.02,22.6%,"$2,005.66",19
WSM Ventures,1600,2/8/2025,"$16,920.74","$2,417","$13,623.53",24.2%,21.4,20.1,150,141,6.4%,"$2,239.83",11.7%,$14.93,$112.80,$96.62,16.8%,83.3%,83.7%,0.0%,66.7%,21.3%,11.3%,7.3%,20.0%,4.7%,9.3%,$111.03,15.2,18.0%,79.3%,0,$0.00,0,0.0%,0.0%,22.7%,19.9%,$102.72,$869.04,19.9%,"$3,492.62",34
WSM Ventures,1198,2/15/2025,"$26,041.14","$3,720","$23,412.53",11.2%,33.4,38.9,234,272,-14.0%,"$5,018.01",16.2%,$21.44,$111.29,$86.08,29.3%,88.9%,85.7%,0.0%,80.8%,29.5%,20.1%,11.1%,17.9%,11.5%,1.7%,$107.81,10.6,27.0%,73.6%,0,$0.00,0,0.0%,0.0%,17.9%,17.3%,$92.88,"$2,371.86",37.8%,"$3,900.97",42
WSM Ventures,1199,2/15/2025,"$28,352.92","$4,050","$26,487.92",7.0%,35.0,34.0,245,238,2.9%,"$2,519.26",8.2%,$10.28,$115.73,$111.29,4.0%,90.6%,84.0%,0.0%,52.7%,19.6%,9.8%,6.5%,8.6%,9.8%,4.9%,$114.87,11.0,24.7%,72.5%,0,$0.00,0,0.0%,0.0%,6.9%,3.4%,$111.15,$374.39,16.5%,"$1,889.47",17
WSM Ventures,1200,2/15/2025,"$23,156.09","$3,308","$25,901.03",-10.6%,31.3,32.4,219,227,-3.5%,"$2,251.48",8.9%,$10.28,$105.74,$114.10,-7.3%,85.8%,81.1%,0.0%,37.4%,15.5%,9.6%,9.1%,5.5%,5.9%,0.5%,$102.12,11.0,25.5%,73.9%,41,$63.82,18,4.9%,18.7%,3.7%,3.1%,$78.54,$76.56,10.9%,$628.33,8
WSM Ventures,1201,2/15/2025,"$21,100.74","$3,014","$25,880.14",-18.5%,29.9,34.3,209,240,-12.9%,"$3,432.18",14.0%,$16.42,$100.96,$107.83,-6.4%,93.8%,93.8%,0.0%,44.0%,15.3%,4.3%,2.4%,10.0%,8.1%,6.2%,$100.43,10.3,27.1%,71.0%,0,$0.00,0,0.0%,0.0%,5.7%,5.8%,$75.35,$236.48,20.7%,$904.24,12
WSM Ventures,1202,2/15/2025,"$33,928.67","$4,847","$29,654.51",14.4%,43.1,40.7,302,285,6.0%,"$3,740.00",9.9%,$12.38,$112.35,$104.05,8.0%,90.1%,81.1%,0.0%,43.0%,15.6%,9.6%,6.0%,4.6%,12.3%,1.0%,$110.64,11.6,23.0%,74.3%,0,$0.00,0,0.0%,0.0%,2.6%,7.7%,$190.03,$212.26,12.3%,"$1,520.27",8
WSM Ventures,1203,2/15/2025,"$13,406.33","$1,915","$15,802.50",-15.2%,17.4,21.3,122,149,-18.1%,"$2,170.06",13.9%,$17.79,$109.89,$106.06,3.6%,94.3%,86.6%,0.0%,62.3%,22.1%,12.3%,7.4%,9.0%,7.4%,11.5%,$109.42,11.2,24.8%,70.6%,0,$0.00,0,0.0%,0.0%,20.5%,14.8%,$102.71,$849.38,24.9%,"$2,567.77",25
WSM Ventures,1204,2/15/2025,"$16,747.86","$2,393","$13,593.62",23.2%,22.1,17.9,155,125,24.0%,"$1,692.09",9.2%,$10.92,$108.05,$108.75,-0.6%,85.8%,90.4%,0.0%,51.0%,24.5%,11.6%,9.7%,3.9%,5.8%,5.2%,$107.16,10.4,35.9%,65.1%,0,$0.00,0,0.0%,0.0%,4.5%,0.8%,$156.73,$202.43,15.6%,"$1,097.13",7
WSM Ventures,1205,2/15/2025,"$31,362.02","$4,480","$24,875.31",26.1%,42.7,33.9,299,237,26.2%,"$4,560.35",12.7%,$15.25,$104.89,$104.96,-0.1%,91.3%,85.2%,0.0%,55.9%,20.1%,14.4%,6.0%,11.4%,5.7%,4.3%,$104.20,8.4,30.8%,66.6%,0,$0.00,0,0.0%,0.0%,15.4%,7.6%,$79.14,"$1,246.26",25.5%,"$3,640.62",46
WSM Ventures,1206,2/15/2025,"$21,298.95","$3,043","$17,433.34",22.2%,30.9,23.3,216,163,32.5%,"$3,753.31",15.0%,$17.38,$98.61,$106.95,-7.8%,94.0%,96.9%,0.0%,42.1%,17.6%,11.6%,8.8%,7.9%,3.7%,1.4%,$96.84,9.4,28.1%,68.9%,0,$0.00,0,0.0%,0.0%,18.5%,19.0%,$69.22,"$1,508.17",35.3%,"$2,768.64",40
WSM Ventures,1207,2/15/2025,"$23,474.61","$3,354","$18,054.68",30.0%,32.9,25.6,230,179,28.5%,"$3,330.89",12.4%,$14.48,$102.06,$100.86,1.2%,90.0%,92.2%,0.0%,54.3%,22.6%,18.3%,12.2%,7.4%,3.5%,2.6%,$100.76,12.2,21.7%,73.6%,0,$0.00,0,0.0%,0.0%,15.7%,12.8%,$119.92,"$1,249.44",22.4%,"$4,317.02",36
WSM Ventures,1598,2/15/2025,"$11,921.18","$1,703","$12,134.97",-1.8%,17.0,15.0,119,105,13.3%,"$1,587.09",11.7%,$13.34,$100.18,$115.57,-13.3%,85.7%,86.7%,0.0%,42.9%,16.8%,11.8%,6.7%,9.2%,3.4%,1.7%,$98.13,10.6,17.3%,80.2%,0,$0.00,0,0.0%,0.0%,17.6%,17.1%,$84.65,$647.89,26.7%,"$1,777.66",21
WSM Ventures,1599,2/15/2025,"$22,117.49","$3,160","$17,931.32",23.3%,26.4,24.7,185,173,6.9%,"$3,370.90",13.2%,$18.22,$119.55,$103.65,15.3%,93.0%,90.2%,0.0%,88.1%,27.0%,19.5%,13.0%,20.0%,12.4%,9.2%,$116.36,11.9,20.0%,76.7%,0,$0.00,0,0.0%,0.0%,12.4%,7.5%,$119.85,$793.38,22.3%,"$2,756.66",23
WSM Ventures,1600,2/15/2025,"$14,872.96","$2,125","$11,995.59",24.0%,19.6,18.3,137,128,7.0%,"$2,331.28",13.6%,$17.02,$108.56,$93.72,15.8%,91.2%,83.6%,0.0%,69.3%,19.7%,14.6%,6.6%,17.5%,2.9%,14.6%,$105.75,10.6,16.3%,81.5%,0,$0.00,0,0.0%,0.0%,25.5%,21.9%,$96.58,"$1,135.35",25.1%,"$3,380.13",35
WSM Ventures,1198,2/22/2025,"$27,919.87","$3,989","$28,861.46",-3.3%,39.3,46.1,275,323,-14.9%,"$5,159.12",15.6%,$18.76,$101.53,$89.35,13.6%,83.3%,86.7%,0.0%,55.3%,20.4%,11.6%,5.1%,12.7%,9.8%,0.7%,$100.08,10.7,24.4%,73.3%,0,$0.00,0,0.0%,0.0%,17.8%,14.2%,$77.74,"$2,034.95",34.8%,"$3,809.30",49
WSM Ventures,1199,2/22/2025,"$28,377.59","$4,054","$27,547.91",3.0%,34.7,36.0,243,252,-3.6%,"$2,625.74",8.5%,$10.81,$116.78,$109.32,6.8%,90.5%,90.9%,0.0%,53.5%,21.8%,9.9%,7.4%,7.0%,10.3%,4.5%,$115.13,11.7,27.6%,71.9%,0,$0.00,0,0.0%,0.0%,2.9%,3.2%,$121.19,$189.71,18.3%,$848.32,7
WSM Ventures,1200,2/22/2025,"$20,938.25","$2,991","$30,540.16",-31.4%,29.6,35.9,207,251,-17.5%,"$2,022.32",8.8%,$9.77,$101.15,$121.67,-16.9%,85.5%,85.3%,0.0%,26.6%,13.0%,6.3%,2.4%,2.4%,4.3%,0.5%,$97.38,10.7,24.0%,74.5%,51,$48.31,18,2.0%,24.6%,2.4%,3.6%,$107.73,$46.67,8.0%,$538.66,5
WSM Ventures,1201,2/22/2025,"$23,676.54","$3,382","$29,126.65",-18.7%,32.0,39.4,224,276,-18.8%,"$4,070.61",14.7%,$18.17,$105.70,$105.53,0.2%,95.1%,92.8%,0.0%,54.9%,22.3%,4.9%,2.2%,10.7%,12.1%,4.9%,$105.51,9.9,29.1%,71.3%,0,$0.00,0,0.0%,0.0%,8.0%,4.7%,$92.02,$619.11,27.2%,"$1,656.27",18
WSM Ventures,1202,2/22/2025,"$33,637.56","$4,805","$35,090.75",-4.1%,42.4,45.6,297,319,-6.9%,"$3,553.91",9.6%,$11.97,$113.26,$110.00,3.0%,90.6%,84.6%,0.0%,44.1%,19.5%,6.4%,2.4%,4.4%,13.8%,0.0%,$110.97,11.1,25.4%,74.0%,0,$0.00,0,0.0%,0.0%,2.0%,6.3%,$111.86,$181.61,21.3%,$671.18,6
WSM Ventures,1203,2/22/2025,"$14,354.08","$2,392","$19,493.40",-26.4%,20.2,26.7,121,187,-35.3%,"$2,459.46",14.6%,$20.33,$118.63,$104.24,13.8%,94.2%,84.0%,0.0%,77.7%,28.9%,17.4%,11.6%,14.0%,7.4%,9.9%,$116.21,11.5,21.8%,68.6%,0,$0.00,0,0.0%,0.0%,22.3%,12.3%,$101.85,$859.31,23.8%,"$2,749.90",27
WSM Ventures,1204,2/22/2025,"$17,427.75","$2,490","$18,718.94",-6.9%,24.6,24.6,172,172,0.0%,"$1,573.80",8.3%,$9.15,$101.32,$108.83,-6.9%,86.6%,89.0%,0.0%,41.3%,24.4%,3.5%,1.2%,4.1%,4.7%,4.7%,$100.74,10.9,25.9%,63.5%,0,$0.00,0,0.0%,0.0%,3.5%,2.9%,$105.06,$45.90,6.8%,$630.36,6
WSM Ventures,1205,2/22/2025,"$26,011.07","$4,335","$27,987.43",-7.1%,43.0,39.9,258,279,-7.5%,"$3,846.34",12.9%,$14.91,$100.82,$100.31,0.5%,91.5%,86.0%,0.0%,45.7%,17.1%,8.5%,6.2%,8.5%,4.3%,7.4%,$100.13,8.2,26.4%,66.4%,0,$0.00,0,0.0%,0.0%,12.4%,8.6%,$77.27,$890.76,26.5%,"$2,472.48",32
WSM Ventures,1206,2/22/2025,"$20,299.87","$2,900","$20,266.08",0.2%,30.7,27.9,215,195,10.3%,"$3,518.17",14.8%,$16.36,$94.42,$103.93,-9.2%,89.8%,93.3%,0.0%,39.1%,22.3%,5.1%,3.7%,7.4%,2.3%,1.9%,$93.63,9.5,28.6%,67.2%,0,$0.00,0,0.0%,0.0%,13.0%,14.4%,$64.36,"$1,059.63",37.0%,"$1,802.10",28
WSM Ventures,1207,2/22/2025,"$28,980.44","$4,140","$26,572.58",9.1%,39.4,35.4,276,248,11.3%,"$3,702.41",11.3%,$13.41,$105.00,$107.15,-2.0%,90.2%,88.7%,0.0%,55.4%,22.8%,14.5%,9.8%,10.1%,4.0%,4.0%,$103.83,11.7,25.4%,73.5%,0,$0.00,0,0.0%,0.0%,17.8%,8.1%,$112.24,"$1,456.94",20.9%,"$5,499.63",49
WSM Ventures,1598,2/22/2025,"$13,904.93","$2,317","$14,095.09",-1.3%,22.2,18.9,133,132,0.8%,"$1,734.01",11.1%,$13.04,$104.55,$106.78,-2.1%,86.5%,92.4%,0.0%,53.4%,22.6%,12.0%,9.8%,12.8%,3.0%,3.0%,$103.86,11.1,17.6%,79.0%,0,$0.00,0,0.0%,0.0%,18.8%,18.2%,$97.49,$792.12,24.5%,"$2,437.22",25
WSM Ventures,1599,2/22/2025,"$18,470.04","$3,078","$19,853.47",-7.0%,26.5,26.4,159,185,-14.1%,"$2,649.15",12.5%,$16.66,$116.16,$107.32,8.2%,91.8%,90.8%,0.0%,81.1%,30.2%,17.6%,10.7%,16.4%,12.6%,4.4%,$113.78,11.5,22.2%,77.3%,0,$0.00,0,0.0%,0.0%,10.7%,9.2%,$102.07,$533.86,23.5%,"$1,735.26",17
WSM Ventures,1600,2/22/2025,"$12,215.88","$1,745","$13,300.52",-8.2%,15.7,20.0,110,140,-21.4%,"$2,122.99",14.8%,$19.30,$111.05,$95.00,16.9%,90.9%,82.1%,0.0%,75.5%,22.7%,19.1%,10.0%,14.5%,8.2%,10.9%,$107.35,11.9,23.5%,78.2%,0,$0.00,0,0.0%,0.0%,22.7%,17.1%,$97.91,$835.84,25.5%,"$2,447.85",25
WSM Ventures,1198,3/1/2025,"$34,672.56","$4,953","$29,664.36",16.9%,49.1,44.9,344,314,9.6%,"$7,048.32",16.9%,$20.49,$100.79,$94.47,6.7%,85.5%,85.7%,0.0%,60.2%,23.8%,15.1%,6.1%,11.6%,8.4%,1.2%,$99.53,11.1,29.8%,74.5%,0,$0.00,0,0.0%,0.0%,14.8%,13.1%,$84.23,"$2,343.88",35.3%,"$4,295.65",51
WSM Ventures,1199,3/1/2025,"$32,057.15","$4,580","$27,126.61",18.2%,41.9,35.9,293,251,16.7%,"$3,516.05",9.9%,$12.00,$109.41,$108.07,1.2%,86.3%,82.9%,0.0%,52.9%,16.7%,11.6%,6.1%,11.6%,7.5%,5.5%,$108.66,10.5,26.4%,71.3%,0,$0.00,0,0.0%,0.0%,5.8%,3.6%,$125.80,$326.62,13.2%,"$2,138.61",17
WSM Ventures,1200,3/1/2025,"$32,155.45","$4,594","$28,166.19",14.2%,43.4,35.0,304,245,24.1%,"$3,623.98",10.1%,$11.92,$105.77,$114.96,-8.0%,83.9%,82.4%,0.0%,39.8%,20.7%,5.9%,3.6%,7.9%,4.9%,0.3%,$102.96,10.8,26.5%,74.5%,82,$54.67,27,2.4%,27.0%,2.6%,2.0%,$86.55,$123.62,15.1%,$692.42,8
WSM Ventures,1201,3/1/2025,"$35,864.35","$5,123","$27,706.96",29.4%,47.0,36.4,329,255,29.0%,"$6,787.54",15.9%,$20.63,$109.01,$108.65,0.3%,94.5%,92.9%,0.0%,64.7%,28.3%,7.0%,4.3%,13.4%,12.8%,3.3%,$108.07,10.2,28.8%,71.7%,0,$0.00,0,0.0%,0.0%,5.8%,2.7%,$87.70,$809.00,32.7%,"$1,666.32",19
WSM Ventures,1202,3/1/2025,"$40,574.27","$5,796","$34,749.26",16.8%,54.1,46.6,379,326,16.3%,"$4,507.91",10.0%,$11.89,$107.06,$106.59,0.4%,89.4%,84.4%,0.0%,40.9%,16.6%,6.6%,4.0%,9.2%,7.9%,0.5%,$106.52,10.8,22.3%,74.9%,0,$0.00,0,0.0%,0.0%,1.8%,5.5%,$152.87,$63.85,5.6%,"$1,070.11",7
WSM Ventures,1203,3/1/2025,"$22,719.16","$3,246","$19,816.45",14.6%,29.9,26.4,209,185,13.0%,"$3,893.05",14.6%,$18.63,$108.70,$107.12,1.5%,89.0%,87.0%,0.0%,71.3%,28.7%,12.9%,9.1%,15.3%,6.2%,8.1%,$107.04,11.9,25.0%,69.6%,0,$0.00,0,0.0%,0.0%,23.4%,9.2%,$107.69,"$1,616.02",23.4%,"$5,277.03",49
WSM Ventures,1204,3/1/2025,"$25,868.75","$3,696","$15,978.13",61.9%,35.6,22.1,249,155,60.6%,"$2,501.10",8.8%,$10.04,$103.89,$103.08,0.8%,89.2%,86.5%,0.0%,45.4%,22.9%,7.2%,5.6%,7.6%,4.8%,2.8%,$103.23,10.9,33.0%,64.8%,0,$0.00,0,0.0%,0.0%,5.6%,3.2%,$103.91,$175.34,10.8%,"$1,454.72",14
WSM Ventures,1205,3/1/2025,"$42,102.47","$6,015","$31,143.88",35.2%,60.6,42.6,424,298,42.3%,"$6,002.32",12.5%,$14.16,$99.30,$104.51,-5.0%,88.9%,89.9%,0.0%,45.5%,15.6%,14.2%,9.4%,4.5%,5.4%,5.9%,$98.37,8.6,26.8%,66.6%,0,$0.00,0,0.0%,0.0%,12.0%,10.4%,$79.75,"$1,247.78",23.5%,"$4,067.42",51
WSM Ventures,1206,3/1/2025,"$24,990.95","$3,570","$19,547.41",27.8%,33.7,27.9,236,195,21.0%,"$4,199.96",14.4%,$17.80,$105.89,$100.24,5.6%,93.6%,92.8%,0.0%,49.6%,17.4%,8.5%,4.7%,10.6%,10.2%,3.0%,$103.15,10.0,27.9%,66.7%,0,$0.00,0,0.0%,0.0%,8.9%,14.4%,$70.91,$866.28,36.8%,"$1,489.03",21
WSM Ventures,1207,3/1/2025,"$38,160.45","$5,451","$28,092.87",35.8%,54.6,39.4,382,276,38.4%,"$5,052.61",11.7%,$13.23,$99.90,$101.79,-1.9%,90.1%,87.3%,0.0%,49.0%,21.5%,11.8%,9.2%,10.2%,2.6%,2.9%,$99.48,11.3,23.9%,72.5%,0,$0.00,0,0.0%,0.0%,9.2%,11.2%,$103.88,$964.33,21.0%,"$3,635.67",35
WSM Ventures,1598,3/1/2025,"$14,370.85","$2,053","$16,902.64",-15.0%,22.4,23.0,157,161,-2.5%,"$2,150.46",13.0%,$13.70,$91.53,$104.99,-12.8%,86.6%,89.4%,0.0%,36.9%,13.4%,14.6%,7.0%,6.4%,0.6%,1.9%,$90.44,10.6,11.3%,78.2%,0,$0.00,0,0.0%,0.0%,14.0%,14.9%,$90.51,$617.98,23.7%,"$1,991.22",22
WSM Ventures,1599,3/1/2025,"$29,343.30","$4,192","$22,246.37",31.9%,34.6,28.7,242,201,20.4%,"$4,758.05",14.0%,$19.66,$121.25,$110.68,9.6%,95.5%,89.6%,0.0%,83.5%,21.5%,15.3%,7.9%,15.7%,21.9%,9.1%,$119.95,11.6,23.4%,77.4%,0,$0.00,0,0.0%,0.0%,10.3%,7.5%,$107.25,$966.15,26.5%,"$2,681.19",25
WSM Ventures,1600,3/1/2025,"$17,989.93","$2,570","$19,331.71",-6.9%,25.4,29.6,178,207,-14.0%,"$3,476.96",16.2%,$19.53,$101.07,$93.39,8.2%,80.3%,85.0%,0.0%,70.8%,25.8%,15.2%,8.4%,14.6%,4.5%,10.7%,$99.88,12.2,17.6%,79.8%,0,$0.00,0,0.0%,0.0%,23.6%,15.5%,$85.09,"$1,338.74",27.3%,"$3,573.67",42
WSM Ventures,1198,3/8/2025,"$29,522.78","$4,218","$27,085.23",9.0%,45.1,42.1,316,295,7.1%,"$6,660.01",18.4%,$21.08,$93.43,$91.81,1.8%,86.7%,88.5%,0.0%,50.0%,18.4%,15.8%,7.3%,8.9%,6.0%,0.9%,$92.23,11.5,25.6%,74.1%,0,$0.00,0,0.0%,0.0%,17.4%,15.3%,$73.83,"$2,552.69",38.6%,"$4,060.86",55
WSM Ventures,1199,3/8/2025,"$27,329.49","$3,904","$23,255.17",17.5%,33.7,30.9,236,216,9.3%,"$2,506.74",8.4%,$10.62,$115.80,$107.66,7.6%,89.4%,81.9%,0.0%,59.7%,26.3%,6.8%,5.1%,10.6%,8.9%,7.2%,$115.19,10.7,23.4%,72.2%,0,$0.00,0,0.0%,0.0%,3.4%,1.4%,$120.34,$101.50,9.5%,$962.72,8
WSM Ventures,1200,3/8/2025,"$30,476.43","$4,354","$25,322.15",20.4%,39.1,31.7,274,222,23.4%,"$2,658.98",8.0%,$9.70,$111.23,$114.06,-2.5%,83.6%,80.2%,0.0%,44.2%,19.7%,9.5%,6.6%,5.8%,7.7%,1.5%,$107.68,10.8,22.9%,74.5%,51,$34.93,8,5.9%,18.6%,5.8%,4.5%,$142.21,$307.20,11.9%,"$2,275.32",16
WSM Ventures,1201,3/8/2025,"$29,642.23","$4,235","$22,684.77",30.7%,39.4,32.6,276,228,21.1%,"$5,315.88",15.2%,$19.26,$107.40,$99.49,7.9%,96.0%,92.1%,0.0%,50.0%,21.0%,5.1%,2.9%,9.8%,12.0%,2.2%,$105.49,10.3,22.9%,70.5%,0,$0.00,0,0.0%,0.0%,9.8%,6.1%,$89.15,$820.26,25.4%,"$2,406.92",27
WSM Ventures,1202,3/8/2025,"$38,218.88","$5,460","$34,981.09",9.3%,46.9,45.4,328,318,3.1%,"$5,677.81",12.9%,$17.31,$116.52,$110.00,5.9%,88.4%,84.3%,0.0%,60.7%,22.0%,7.9%,4.3%,12.8%,17.7%,0.3%,$114.43,11.9,24.1%,74.3%,0,$0.00,0,0.0%,0.0%,1.5%,6.3%,$220.20,$53.52,4.6%,"$1,100.98",5
WSM Ventures,1203,3/8/2025,"$17,414.87","$2,488","$18,833.38",-7.5%,22.3,26.0,156,182,-14.3%,"$2,916.27",14.3%,$18.69,$111.63,$103.48,7.9%,92.9%,86.3%,0.0%,66.7%,24.4%,11.5%,7.1%,18.6%,4.5%,7.7%,$109.69,11.7,23.7%,67.1%,0,$0.00,0,0.0%,0.0%,22.4%,9.9%,$90.86,"$1,157.76",26.7%,"$3,180.08",35
WSM Ventures,1204,3/8/2025,"$19,707.35","$2,815","$16,290.24",21.0%,28.3,23.0,198,161,23.0%,"$1,680.81",7.9%,$8.49,$99.53,$101.18,-1.6%,83.8%,78.3%,0.0%,35.4%,18.2%,4.0%,3.5%,6.1%,4.0%,3.0%,$98.75,10.8,28.9%,64.1%,0,$0.00,0,0.0%,0.0%,4.0%,1.2%,$154.50,$209.17,14.5%,"$1,236.02",8
WSM Ventures,1205,3/8/2025,"$37,857.05","$5,408","$28,475.13",32.9%,51.0,39.6,357,277,28.9%,"$4,425.19",10.5%,$12.40,$106.04,$102.80,3.2%,89.4%,85.9%,0.0%,51.8%,16.2%,12.6%,9.0%,9.0%,7.0%,7.0%,$105.07,8.8,30.9%,65.1%,0,$0.00,0,0.0%,0.0%,10.4%,7.9%,$87.93,$872.73,21.2%,"$3,253.37",37
WSM Ventures,1206,3/8/2025,"$24,296.62","$3,471","$20,744.02",17.1%,33.4,27.0,234,189,23.8%,"$3,282.63",11.9%,$14.03,$103.83,$109.76,-5.4%,92.3%,95.8%,0.0%,37.2%,19.2%,4.7%,1.7%,4.7%,7.3%,1.3%,$102.77,9.4,35.7%,65.1%,0,$0.00,0,0.0%,0.0%,12.4%,13.2%,$70.40,$928.98,31.3%,"$2,041.66",29
WSM Ventures,1207,3/8/2025,"$25,635.81","$3,662","$25,848.50",-0.8%,38.6,36.7,270,257,5.1%,"$3,851.94",13.1%,$14.27,$94.95,$100.58,-5.6%,90.4%,85.6%,0.0%,41.9%,22.2%,11.1%,8.1%,7.0%,1.5%,0.0%,$93.84,10.8,24.5%,73.6%,0,$0.00,0,0.0%,0.0%,15.6%,14.8%,$99.65,"$1,567.29",27.2%,"$4,185.21",42
WSM Ventures,1598,3/8/2025,"$15,690.40","$2,241","$16,014.35",-2.0%,23.3,21.7,163,152,7.2%,"$3,346.03",17.6%,$20.53,$96.26,$105.36,-8.6%,87.1%,78.9%,0.0%,52.8%,22.1%,17.2%,12.9%,8.0%,1.8%,3.7%,$94.47,11.1,21.1%,80.0%,0,$0.00,0,0.0%,0.0%,21.5%,9.2%,$85.80,"$1,004.32",25.1%,"$3,002.97",35
WSM Ventures,1599,3/8/2025,"$23,061.23","$3,294","$20,990.74",9.9%,29.6,29.6,207,207,0.0%,"$3,405.04",12.9%,$16.45,$111.41,$101.40,9.9%,93.7%,88.9%,0.0%,62.8%,24.6%,13.0%,6.8%,9.2%,12.6%,3.4%,$108.82,11.7,23.6%,75.1%,0,$0.00,0,0.0%,0.0%,13.5%,8.7%,$99.10,$834.23,23.1%,"$2,774.88",28
WSM Ventures,1600,3/8/2025,"$14,967.52","$2,138","$16,405.95",-8.8%,20.7,24.7,145,173,-16.2%,"$2,844.27",16.0%,$19.62,$103.22,$94.83,8.8%,84.8%,79.8%,0.0%,66.9%,20.7%,21.4%,15.2%,13.1%,4.1%,7.6%,$100.24,12.1,17.9%,77.8%,0,$0.00,0,0.0%,0.0%,25.5%,12.1%,$107.63,"$1,360.10",25.5%,"$3,982.27",37
WSM Ventures,1198,3/15/2025,"$25,939.11","$3,706","$24,943.25",4.0%,38.6,40.1,270,281,-3.9%,"$5,009.35",16.2%,$18.55,$96.07,$88.77,8.2%,83.3%,82.2%,0.0%,45.2%,18.9%,8.1%,2.6%,6.7%,10.4%,1.1%,$94.74,10.9,22.8%,74.2%,0,$0.00,0,0.0%,0.0%,13.3%,10.3%,$68.21,"$1,239.93",33.6%,"$2,455.54",36
WSM Ventures,1199,3/15/2025,"$32,090.56","$4,584","$26,991.85",18.9%,40.7,36.4,285,255,11.8%,"$3,299.17",9.3%,$11.58,$112.60,$105.85,6.4%,87.0%,85.9%,0.0%,49.5%,19.6%,8.1%,5.3%,4.9%,11.6%,5.3%,$112.42,11.1,25.6%,72.8%,0,$0.00,0,0.0%,0.0%,4.9%,3.1%,$118.21,$264.09,13.8%,"$1,654.87",14
WSM Ventures,1200,3/15/2025,"$34,774.43","$4,968","$26,697.49",30.3%,44.9,32.0,314,224,40.2%,"$2,927.97",7.8%,$9.32,$110.75,$119.19,-7.1%,84.1%,87.9%,0.0%,42.0%,21.0%,6.4%,5.4%,6.7%,7.6%,0.3%,$106.13,10.5,25.7%,74.1%,107,$48.88,25,4.7%,34.1%,4.1%,3.6%,$106.87,$193.96,12.3%,"$1,389.34",13
